Tweets
"Suriye’nin “devrilecek” lideri Esad, Halep, Erdoğan’ın hayallerine mezar olacak demiş ardından Rusya’ya kaçmış İstediği yere kaçsın, eninde sonunda kanını döktüğü yüzbinlerce masumun garibin ve gurebanın hesabını hem savaş suçları mahkemesinde hem de mahkeme-i kübrada verecek"
"#SonDakika 🔵ABD, vatandaşlarından Suriye'yi derhal terk etmelerini istedi."
"Suriye İç Savaşı ve devam eden zamanda Türkiye'nin bu savaştaki yeri, en başından bugüne ve geleceğe kadar çok güzel bir uzun vadeli süreç hikayesi. Bu hikayeden kendi hayatlarımız için çıkartabileceğimiz bir sürü deneyim var."
"Irak Politikacı Eyham El-Samarai: Amerika'nın Irak'ı İran'dan temizlemek için hazırlanmış resmi, gerçekçi planları var ve eğer Suriye birkaç gün içinde rejimin elinden kaybolursa... Şii yönetimi birkaç saat içinde ortadan kalkacak. Suriye'den sonra değişim, bir sonraki arena"
yoğunluktan suriye gündemini takip edemiom hâlâ esed soysuzunu sokaklarda sürürken videosu düşmedi mi internete
"Saddam, Mübarek ve Kaddafi'nin devrilmesini halaylarla kutlayan ama birkaç sene sonra ""Yanılmışım"" diyen bir damar var bizde. Sırada Suriye vardı ve gün gelip çattı...Sonrasını da biliyorlardır sanırım!"
Suriye'deki gelişmeler nasıl değerlendiriliyor? Esad dönemi sona ererse Suriye'de neler olacak? Independent Türkçe Genel Yayın Yönetmeni @nevzatcicek #HaberBülteni'nde anlattı.
Gördüğünüz üzere Kürtler en avantajlı bölgeleri aldılar ve oldukça iyi bir konumdalar. Olur da Suriye’de bir tür federatif birlik kurulursa bu durumda Kürtlerin elindeki bölgeler ülkenin gelecekteki ekonomisinin ana çarkı haline gelmiş olacak.
"Suriye'de YPG/PYD hiçbirşey yapmadan birçok yeri ele geçiriyor. Kürtçülerin zafer kazanmış gibi konuşmalarını görüyorsunuzdur. Bakın birkaç güne silahlar bunlara dönünce caniler, insanlık düşmanları diye ciyaklayacaklar. Size o kadar petrolü ve toprağı yedirirler mi acaba?!"
ABD dünya gücü ıraka girdiğinde .. Çetelerin Suriye'ye girdiği kadar hızlı değildi..
"Esad topraklarını pkk ya bırakıp gidiyor, bizim makarnacılar halep de Türk bayrağı açtık diye yırtınıyor. Federal bir yapı olacaksa Suriye de, tutumumuz, Musul Kerkük öncelikli olmak kaydıyla, federal bir Türkmen devleti kurulması olmasıdır. #zaferpartisi"
"Suriye'nin Dera şehrinin merkezinde, Hafız Esad'ın heykelinin devrildiği anlar.."
"#SONDAKİKA 📍Suriye Rejimi, Deraa bölgesinden çekiliyor."
"kürtler kürtlerle aleviler alevilerle şeriatçılar şeriatçılarla yaşasın ne güzel işte.suriye'de yaşanan bu hengame böyle bir şeye bağlanacaksa ""boşuna çekilmedi bunca acılar"" diyebiliriz bu süreç sonunda. medeni dünyanın büyük bir bölümünde hayata geçmiş olan federasyon benzeri+"
"Türk askerinin Suriye'de ne işi var diyen Kemalistler sanki bir halttan anlıyormuş gibi, PYD devlet olacak şöyle güçlenecek böyle güçlenecek, uyanın diye masallar anlatıyorlar. PYD filan kalmadı hepsi bitti gitti. Esed düşünce onunla birlikte düşecekler."
Saddam Hüseyin devrildiği gün İrak bölündü. Beşar Esad gittiği gün de Suriye resmen bölünecek. Şamı halebi kimse Türkiye'ye vermez. Musulu kerkükü vermedikleri gibi. Esad sız bir Suriye tek devlet olarak kalamaz. Bakalım yeni sınır komşumuz hangi devlet olacak.
Suriye üzerine okunası kitaplar - 11
"Müstafi Tümamiral Cihat Yaycı'nın yayın organı TÜRK DEGS uyardı! “Suriye’de en büyük alan YPG/PKK’nın eline geçti, uyan Türkiye'm”"
Suriye konusundaki temel soru Rusya neden müsaade etti. Arka planda bir anlaşma var. Durduk yere oradan geri çekilmezdi bunlar.
Suriye’nin güneyinde oluşturulan ve Dera kentini ele geçiren “Güney Operasyon Odası”: Hedefimiz Şam!
"Sn. Devlet Bahçeli kritik zamanlarda kritik adımları atmıştır. Sağ-sol, Türk-Kürt çatışması olmasın diye ülkücüleri sokaktan çektiği gibi. Son açıklaması da önemli, zaman kaybetmeden iktidar, Dem, Suriye, Irak Kürtleriyle görüşülerek yelpazesi geniş bir çözüm sağlanmalıdır."
"#SONDAKİKA Esed Rejiminin , PKK-YPG'e bırakarak kaçtığı Salhiya kentinde'ki Halk , Pkk-YPG'i istemediklerini ve onlara karşı savaşacaklarını belirterek mücahitlerin safına katıldı. #suriye #Esad #münbiç"
Suwayda şehrinin güneyindeki 127. Özel Kuvvetler alayı deraa suriye muhalıflerine teslim oldu esad ın SAA ordusu gittikçe tükeniyor..😜
"Anladınız mı şimdi BOP ne demekmiş? Keşke mesele sadece Esad'ın gitmesi olsaydı! Irak,Suriye… Sıra İran da mı ? Daha sonra sıra da ….. Eşbaşkanlık bu olsa gerek !"
Beyaz Saray: #Suriye 'deki gelişmeleri yakından izliyoruz #ABD #BeyazSaray
Rejim Suriye'nin güneyinde kontrolünü tamamen kaybetti.
İran Dışişleri Bakanı Araghchi Suriye'deki terörist gruplar hemen yok edilmezse terörün Türkiye’ye yayılacağını söyledi
Bazı aşiretler hariç Arap aşiretler paraya bakar. Suriye'de de bütün kritik yerler YPG'nin elinde. Nusayri esadın bile dokunmadığı Kürtlere islamcı HTŞ mi dokunacak sanıyosun :))
"CENTCOM, B-12 ağır bombardıman uçağı ile Suriye ve Irak hava sahası üzerinde hava devriyesi yaptıklarını aktardı."
"Irak, ABD ve Kanada, vatandaşlarının Suriye’yi terketmelerini istediler."
Bakan Fidan'dan Blinken'e Suriye'de PKK ve DEAŞ mesajı! #hakanfidan #blinken #abd #türkiye #suriye -
"Heyet Tahrir eş-Şam’a [#HTŞ] bağlı Siyasi İşler İdaresi, Çin ve Rusya’ya diplomatik ilişkilerin karşılıklı saygı temelinde geliştirilmesi çağrısında bulundu. Yapılan açıklamada, her iki ülkenin Suriye’deki diplomatik temsilciliklerine ve diasporalarına saygı duyulduğu belirtildi."
"Türkiye, İran ve Rusya'nın Dışişleri Bakanları Suriye durumunu görüşmek üzere yarın Katar'da bir araya gelecek."
"HTŞ Lideri El Cevlani, Suriye rejiminden aldıkları yerlerde yönetimi kurumlara dayalı bir hükümet ve halk tarafından seçilen bir konsey ile gerçekleştireceklerini açıkladı. (CNN)"
"""K.S.T.C."" Kuzey Suriye Türk Cumhuriyeti"
ABD Dışişleri Bakanlığı: “Vatandaşlarımızı Suriye’den hemen ayrılmaya çağırıyoruz” Kanada Dışişleri Bakanlığı: “Vatandaşlarımızı Suriye’den hemen ayrılmaya çağırıyoruz”
"➕Suriye'de Yeni Dönem ve İran'ın Geleceği Sakarya Üniversitesi Ortadoğu Enstitüsü Öğretim Üyesi Dr. Mustafa Caner, Suriye'deki yeni konjonktürün İran'ın bölgesel siyasetini nasıl etkileyeceğini analiz etti.⬇️ 🔗"
"Suriye artık eski sur-iye değil, aynen usta"
Anlaşma şartları nedir bilemeyiz fakat Münbiç umarım alınmıştır. Mayın eşeği PKK/YPG terör devleti de ilan edilmiş oldu. Umarım bu mesele Suriye meselesi kadar uzun sürmez.
"Suriye'de tezgahlanan oyunun en büyük kaybedeni yine Türkiye olacak, eğer gereken tedbirleri hemen almazsak, Amacımız kimseyi korkutmak değil aksine teyakkuzda olmak zorundayız, Milli güvenlik sorunu partiler üstüdür... @zaferpartisi @ZaferPartisi_34"
Hizbullah Humus cephesi için Suriye'ye asker gönderme kararı aldı.
"Şimdi Esad Suriye'den kaçmak zorunda kalırsa , daha da güçlenecek mi @merdanyanardag ?"
"İsrail taktikleri Suriye'de de ortaya çıktı! 🗣️İbrahim Karagül: Suriyeli muhaliflerin ele geçirdiği şehirlerde bir karakolda buldukları istihbarat notları... 1- Sabah namazı için camilere gidenlerin listesi. 2- Cami vaizlerinin faaliyet raporları... 📌Bunlar; ""28 Şubat"""
"Irak Dışişleri Bakanı Hüseyin: ""Irak’ı Suriye’deki savaşın dışında tutmak istiyoruz"""
"Doğu Perinçek: ""Siz Şam'ı düşürecek, Suriye'yi parçalayacak, Suriye'de bir Kürdistan'ın kurulmasına, PKK/YPG'nin orada bir devletçik olmasına hizmet eden askeri güçlerin yanında mısınız, Türkiye'nin Türk Silahlı Kuvvetleri'nin yanında mısınız?"" @Dogu_Perincek"
"Sabahattin Önkibar: “Esad’ın yıkılması demek Suriye’nin resmen parçalanması demek. Hiç kimse Halep ve Şam’ı bize vermez. Sığınmacılar da kaosa gebe Suriye’ye dönmez. Esad’ın yıkıldığı gün, Kürdistan’ın kurulduğu gün olacak. Türkiye’nin yararı, Esad’ın iktidarda kalmasıdır.”"
Rusya'dan sonra İran da Suriye'de yaşayan vatandaşlarının ülkeyi terk etmesini istedi.
Humus kuzeyinde çatışmalar sürüyor. Dera ve Kuneytra'dan Suriye Ordusu çekiliyor. Şam güneyine doğru çatışmalar yaklaşıyor. Doğuda Süveyde'de benzer bir durum var. Humus doğu kırsalındaki rafinerileri pkk veya Tahrir el Şam terör örgütlerinden birinin ele geçirmesi bekleniyor.
"🔴Suriye Rejimi, Deraa bölgesinden çekiliyor."
"Dışişleri Bakanı Fidan, ABD’li mevkidaşı Blinken ile görüştü: ‘Suriye’de siyasi süreç’ mesajı"
Senin devletin vatandaşını sevmez Bak bütün devletler vatanlarına Suriye’yi terk et diyor Tc de kendi halkını insan yerine koymuyor
“Emniyet içersinde #Hatay ve çevresinde tayinler yapılması önemli. Bu bölgede yaşanacak gelişmeler nedeniyle şimdiden bir ordu büyüklüğünde yapılanma gerekli” Ahmet Yavuz Emekli General 📌#Suriye’deki gelişmelerin Ege Ordusu gibi özel ordu yapılanması gerektireceğine dikkatçekti
Suriye'de görünce bu vampirlerin de Alevilere iştahı kabardı...
"🔵 #Sondakika İran'dan sonra ABD'de vatandaşlarına Suriye'yi ""derhal"" terketmeleri talimatı verdi."
"Bir zamanlar TSK'da komutandı, emekli edilmesinde bir hikmet varmış diyelim, bugün Esed İran kaçmış durumda, oradan nereye kaçar bilinmez, ama tahmini sakinha emekli olmuş birinden almayınız, sadece şunu söylemek isterim; stratejik plan hamle ile Suriye'den daha BÜYÜK...☝️🇹🇷🇹🇷🇹🇷"
ABD de Suriye'deki vatandaşlarına ülkeyi terk etmeleri için çağrıda bulundu.
"Şu anda rejimin en büyük ihtiyacı Irak’taki Es Sahaf’ın Suri versiyonu. Şam’da arkasından Suriye muhalefetinin kamyonetleri geçerken, “Halep’i ele geçirdik, Hama’da 20.000 direnişçiyi kuşattık.” türünden mizahi öğeleri önde bulunan açıklamalar yapmalı."
Esad düşer Suriye bölünürse Esad’ı ve tek parça eski Suriyeyi çok arar Türkiye… Bu oyunun içinde bir çok güç var sana öyle havadan Şam’da namaz kıldırmazlar ama bölünüp parçalanma tehlikesi projesi sırası Türkiye’nin kapısını çalar… Ve unutmayın sınırlar yıllardır açık TSK
Şimdi Walking Dead'ın Suriye sezonunu izliyoruz. (Em aniha sezona Surîyê ya Walking Deadê temaşe dikin.)
Emekli Korgeneral Engin Alan Suriye’de iki temel meselemiz 1.PKK/YPG 2.Mülteciler Sahada bu iki sorunu çözecek her hareket tarzı kabulümüzdür Esad’a gelince Türkiye ile işbirliği yapmamanın bedelini ödüyor. Sonucuna da katlanacak. Türkiye Büyük Devlettir. Elini tutan kazanır
💥şimdi nasıl yeni Suriye devleti kurulur nasıl dizayn edilir izleyin. TÜRKİYE ile KOMŞU OLMAK NİMETTİR❤️ BÖLGENİN GARANTÖRÜ NİZAMI TÜRKİYEDİR.💥 ‼️Kadim devlet‼️
🟥Sondakika 🟥Şam’da ilginç denemeler yapılıyor 😂 #Sondakika #Savaş #Esad #Şam #Suriye
"🚨🇸🇾 #SONDAKİKA ABD, vatandaşlarından Suriye'yi derhal terk etmelerini istedi. #Suriye #Halep #Hama #Humus #Münbiç"
Humus kırsalında da NDF yine daha iyi direnen tarafı oluşturuyor. Bazı karşı saldırılarla Tahrir el Şam terör örgütünden silahlı pikaplar bile ele geçirdiler. Suriye Ordusu da aynı dirayetle davranabilirse cephe istikrarlı hale gelebilir ki hala Kumhane ve Cebel Zeynel
"Rusya,Hava Savunma sistemlerini Suriye'den çekmeye başladı!. Anlamı? Türk F-16 Savaş Uçaklarına sahayı açıyor!. Büyük anlaşmalar yapıldı!."
"KURDİSTAN DA TERÖR ÖRGÜTÜ OLARAK ANILMAYA BAŞLANAN PKK TARİKATININ BU GÜNLERDE BİLE BARZANİ DÜŞMANLIĞI HIZ KESMİYOR! Namusunuz şerefiniz yok ki Barzani yanınızda olmasın diye her gün adama etmediğiniz küfür hakaret iftira yok. Barzani sizin demokratik Suriye, demokratik Irak ,"
"💢 ""Suriye'ye yönelik tehdit sadece Suriye ile sınırlı kalmayacaktır"" diyen Erakçi, ""Bu durum başta Irak, Ürdün ve Türkiye gibi Suriye'ye komşu ülkeler ve bölge için büyük bir tehdit olacaktır” dedi.""💢"
"Amerika ve İngiltere tarihinin en başarılı operasyonların birini başarı ile Suriye’de yürüttü. Tek bir asker kaybetmeden hemde. Rusları , Akdeniz’den atmanın ramağındalar ki Ruslar stratejik HSS ve vb sistemlerini , Tartus deniz üssüne göndermeye başladı Rusya’ya geri gidiyor"
"🇸🇾💥 Suriye Silahlı Kuvvetleri, Deraa bölgesinden çekiliyor."
